OBJECTID,Structure,Type,Long,Lat
7574,Light or Signal Pole,Merc street lamp,-123.378511639245,48.4273505550114
7575,Splice Box,CL s/w box (small),-123.378511136176,48.427345063354
7576,Light or Signal Pole,Merc street lamp,-123.37896559671,48.4261281465903
7577,Light or Signal Pole,Merc street lamp,-123.375477952114,48.4261760431203
7578,Light or Signal Pole,Merc street lamp,-123.37935999823,48.4261511922257
7579,Private lamp std,Private lamp std,-123.389481520407,48.4392416855949
7580,Light or Signal Pole,Merc street lamp,-123.380895781941,48.426571904461
7581,Cluster Lamp,Cluster lights (straight),-123.377717219232,48.4282280143286
7582,Cluster Lamp,Cluster lights (straight),-123.377762093457,48.4281035903558
7583,Cluster Lamp,Cluster lights (straight),-123.377785143578,48.4279765209532
7584,Cluster Lamp,Cluster lights (straight),-123.377785764219,48.4278484562951
7585,Cluster Lamp,Cluster lights (straight),-123.377765267045,48.4277201621921
7586,Cluster Lamp,Cluster lights (straight),-123.377722624053,48.4275948132995
7587,Cluster Lamp,Cluster lights (straight),-123.377253619832,48.4275190523532
7588,Light or Signal Pole,Merc street lamp,-123.377494586969,48.4276803309082
7589,Splice Box,CL s/w box (small),-123.377503884579,48.4276794304754
7590,Splice Box,CL s/w box (small),-123.377559259699,48.4279651052141
7591,Light or Signal Pole,Merc street lamp,-123.377553431407,48.4279648211285
7592,Cluster Lamp,Cluster lights (straight),-123.377651323939,48.4283500061284
7593,Light or Signal Pole,Merc street lamp,-123.378172024906,48.4259094470442
7594,Light or Signal Pole,Merc street lamp,-123.377817592874,48.4258564301175
7595,Light or Signal Pole,Merc street lamp,-123.380943345734,48.4280056098827
7596,Light or Signal Pole,Merc street lamp,-123.382081901435,48.4290032821195
7597,Splice Box,CL s/w box (small),-123.382182620892,48.4289003600139
7598,Light or Signal Pole,Merc street lamp,-123.382178168609,48.4289054839442
7599,Splice Box,CL s/w box (small),-123.381851576,48.4287609986083
7600,Light or Signal Pole,Merc street lamp,-123.381846973971,48.4287665269683
7601,Splice Box,CL s/w box (small),-123.381607263267,48.4285983557141
7602,Light or Signal Pole,Merc street lamp,-123.381599865413,48.4286013175944
7603,Splice Box,CL s/w box (small),-123.38139316438,48.42839862019
7604,Light or Signal Pole,Merc street lamp,-123.381384423163,48.4284018033203
7605,Splice Box,CL s/w box (small),-123.381186430366,48.4281938101845
7606,Light or Signal Pole,Merc street lamp,-123.381179148694,48.4281978422498
7607,Light or Signal Pole,Merc street lamp,-123.388360743237,48.4282114762934
7608,Splice Box,CL s/w box (small),-123.388362949772,48.4281976950544
7609,Splice Box,CL splice box 0.6m,-123.388002043997,48.430585649334
7610,Splice Box,CL splice box 0.6m,-123.388247276543,48.430430367538
7611,Splice Box,CL s/w box (small),-123.388943220432,48.4304993839714
7612,Light or Signal Pole,Merc street lamp,-123.392179416668,48.4302356354388
7613,Splice Box,CL s/w box (small),-123.392179300174,48.4302327929286
7614,Splice Box,CL s/w box (small),-123.390336136388,48.428882260143
7615,Light or Signal Pole,Merc street lamp,-123.39032645303,48.428886625736
7616,Splice Box,CL s/w box (small),-123.390237325738,48.4286922997843
7617,Light or Signal Pole,Merc street lamp,-123.390221432196,48.428691013158
7618,Splice Box,CL s/w box (small),-123.392509506053,48.4302088053065
7619,Light or Signal Pole,Merc street lamp,-123.392508326077,48.4302118141754
7620,Splice Box,CL s/w box (small),-123.388852573242,48.4282392845634
7621,Splice Box,CL s/w box (small),-123.38230777105,48.4347095600074
7622,Ornamental Lamp,Ornamental lamp std,-123.382318187159,48.4347040447649
7623,Splice Box,CL s/w box (small),-123.381694479469,48.434260114262
7624,Splice Box,CL s/w box (small),-123.382107531911,48.434557966659
7625,Splice Box,CL s/w box (small),-123.382524688238,48.4349134368682
7626,Light or Signal Pole,Merc street lamp,-123.378114889795,48.434432575455
7627,Light or Signal Pole,Merc street lamp,-123.388764075951,48.4357305402646
7628,Light or Signal Pole,Merc street lamp,-123.379040686319,48.4299978651975
7629,Splice Box,CL s/w box (small),-123.379044656623,48.4299940367011
7630,Light or Signal Pole,Merc street lamp,-123.379604885409,48.4300656103971
7631,Light or Signal Pole,Light/signal pole,-123.390216997221,48.432522321774
7632,Light or Signal Pole,Light/signal pole,-123.390076640534,48.4326168209647
7633,Splice Box,CL s/w box (small),-123.378724038714,48.4298285239148
7634,Light or Signal Pole,Merc street lamp,-123.378720068399,48.4298323523999
7635,Splice Box,CL s/w box (small),-123.381961177279,48.4343335950846
7636,Splice Box,CL s/w box (small),-123.380698121387,48.4302388060815
7637,Splice Box,CL s/w box (small),-123.379171374526,48.4299106032712
7638,Splice Box,CL s/w box (large),-123.380173172512,48.429967689399
7639,Splice Box,CL s/w box (large),-123.379927292753,48.4298493928812
7640,Splice Box,CL s/w box (small),-123.379880784832,48.4298117030473
7641,Splice Box,CL s/w box (small),-123.384629615385,48.4292501546213
7642,Light or Signal Pole,Merc street lamp,-123.383936060991,48.4285443199971
7643,Light or Signal Pole,Merc street lamp,-123.384246248515,48.4281885639324
7644,Light or Signal Pole,Merc street lamp,-123.384163234142,48.4279167959779
7645,Light or Signal Pole,Merc street lamp,-123.383805856162,48.4283035467274
7646,Light or Signal Pole,Merc street lamp,-123.383627667879,48.4279869648131
7647,Light or Signal Pole,Merc street lamp,-123.388420497951,48.4357974147975
7648,Light or Signal Pole,Merc street lamp,-123.388373945332,48.4360162867777
7649,Splice Box,CL splice box 0.6m,-123.377209495509,48.4285146862622
7650,Ornamental Lamp,Ornamental lamp std,-123.384009677315,48.4288887202365
7651,Light or Signal Pole,Merc street lamp,-123.376282939952,48.4268016673494
7652,Splice Box,CL s/w box (large),-123.375790205737,48.4261663251502
7653,Splice Box,CL s/w box (large),-123.376474643472,48.4259900038276
7654,Light or Signal Pole,Merc street lamp,-123.376547487911,48.4261177527275
7655,Splice Box,CL s/w box (small),-123.37654611983,48.4261126093621
7656,Light or Signal Pole,Merc street lamp,-123.378909569854,48.426261645846
7657,Light or Signal Pole,Merc street lamp,-123.379163725513,48.4263666129164
7658,Splice Box,CL s/w box (small),-123.382549043855,48.4289936979776
7659,Splice Box,CL s/w box (small),-123.381885677495,48.4284592881699
7660,Light or Signal Pole,Merc street lamp,-123.381878581008,48.4284551975372
7661,Splice Box,CL s/w box (small),-123.376133028902,48.4262198657453
7662,Light or Signal Pole,Merc street lamp,-123.376126196339,48.4262133304573
7663,Light or Signal Pole,Merc street lamp,-123.375891073783,48.4264231269221
7664,Splice Box,CL s/w box (small),-123.375903754972,48.4264253949589
7665,Splice Box,CL s/w box (small),-123.377245778697,48.4271054165533
7666,Light or Signal Pole,Merc street lamp,-123.377251086995,48.4271013875988
7667,Splice Box,CL s/w box (large),-123.377405782382,48.4274750798586
7668,Light or Signal Pole,Signal standard,-123.377412151579,48.4274922019625
7669,Light or Signal Pole,Merc street lamp,-123.377514053016,48.4272909143473
7670,Splice Box,CL s/w box (small),-123.377509598302,48.4272999570058
7671,Light or Signal Pole,Merc street lamp,-123.376998316398,48.4269683397902
7672,Splice Box,CL s/w box (small),-123.376993517916,48.4269727629137
7673,Light or Signal Pole,Merc street lamp,-123.376651309718,48.4268559804402
7674,Splice Box,CL s/w box (small),-123.376648134964,48.4268613581739
7675,Splice Box,CL s/w box (small),-123.37628500543,48.4267952550459
7676,Light or Signal Pole,Merc street lamp,-123.375966158183,48.4266729495687
7677,Splice Box,CL s/w box (small),-123.375976201874,48.4266680253547
7678,Ornamental Lamp,Ornamental lamp std,-123.384326238267,48.4291229212332
7679,Light or Signal Pole,Merc street lamp,-123.384065281289,48.4292471489003
7680,Splice Box,CL s/w box (small),-123.384067379039,48.4292410080644
7681,Splice Box,CL s/w box (small),-123.384825733742,48.4302360915556
7682,Light or Signal Pole,Merc street lamp,-123.384412249595,48.429360109923
7683,Splice Box,CL s/w box (small),-123.384418786665,48.4293559389025
7684,Light or Signal Pole,Merc street lamp,-123.383687607304,48.4291849513244
7685,Splice Box,CL s/w box (small),-123.383688685217,48.4291794481482
7686,Light or Signal Pole,Merc street lamp,-123.383305542915,48.4291227154326
7687,Splice Box,CL s/w box (small),-123.383308187335,48.4291170009911
7688,Light or Signal Pole,Merc street lamp,-123.38292678455,48.4290609889485
7689,Splice Box,CL s/w box (small),-123.382928502774,48.4290554215395
7690,Light or Signal Pole,Merc street lamp,-123.38254732559,48.4289992653794
7691,Signal Kiosk,Signal controller kiosk,-123.377466738177,48.4285925800462
7692,Splice Box,CL s/w box (small),-123.377488847425,48.4282106391541
7693,Light or Signal Pole,Merc street lamp,-123.377482835631,48.4282093093641
7694,Splice Box,CL s/w box (small),-123.377623351438,48.4283947531906
7695,Splice Box,CL s/w box (large),-123.377620429125,48.4284017261145
7696,Splice Box,CL s/w box (small),-123.389437181654,48.428626740058
7697,Light or Signal Pole,Merc street lamp,-123.389436244799,48.428635046192
7698,Splice Box,CL s/w box (small),-123.38932759025,48.4285540861638
7699,Splice Box,CL s/w box (small),-123.38934528264,48.4284493508563
7700,Light or Signal Pole,Merc street lamp,-123.389347684719,48.4284435039376
7701,Light or Signal Pole,Merc street lamp,-123.389331337814,48.4283014758589
7702,Splice Box,CL s/w box (small),-123.389348633464,48.4282969820447
7703,Light or Signal Pole,Merc street lamp,-123.389055037949,48.4282685223655
7704,Splice Box,CL s/w box (small),-123.389059539521,48.4282614538169
7705,Splice Box,CL s/w box (small),-123.389682979222,48.4285331606097
7706,Light or Signal Pole,Merc street lamp,-123.389688877319,48.428537252095
7707,Splice Box,CL s/w box (small),-123.3899705859,48.4285295301187
7708,Light or Signal Pole,Merc street lamp,-123.389953456503,48.4285292552621
7709,Splice Box,CL s/w box (large),-123.376949200928,48.4284577738076
7710,Splice Box,CL s/w box (large),-123.37745790547,48.4285936705756
7711,Splice Box,CL s/w box (small),-123.376983999701,48.4284944541291
7712,Splice Box,CL s/w box (large),-123.377451321891,48.4281997053033
7713,Light or Signal Pole,Light/signal pole,-123.379272077585,48.4321807705938
7714,Light or Signal Pole,Light/signal pole,-123.379085599695,48.4319176778931
7715,Light or Signal Pole,Light/signal pole,-123.378920138516,48.431688225717
7716,Light or Signal Pole,Light/signal pole,-123.378770031981,48.4314782373395
7717,Light or Signal Pole,Light/signal pole,-123.378576063756,48.4312088347642
7718,Light or Signal Pole,Light/signal pole,-123.378401106926,48.4309652346205
7719,Splice Box,CL s/w box (small),-123.378254843354,48.4307498612677
7720,Splice Box,CL s/w box (small),-123.378631634895,48.426525056583
7721,Light or Signal Pole,Merc street lamp,-123.378631754814,48.4265293736472
7722,Light or Signal Pole,Merc street lamp,-123.37820486041,48.4264931316689
7723,Splice Box,CL s/w box (small),-123.378206867747,48.426488210248
7724,Light or Signal Pole,Merc street lamp,-123.377830405122,48.4264096802331
7725,Splice Box,CL s/w box (small),-123.377833105498,48.4264054294901
7726,Light or Signal Pole,Merc street lamp,-123.377484482011,48.4262726890584
7727,Splice Box,CL s/w box (small),-123.377487715294,48.4262690267528
7728,Light or Signal Pole,Merc street lamp,-123.377209233088,48.4261635986498
7729,Splice Box,CL s/w box (small),-123.377213363583,48.4261584264879
7730,Light or Signal Pole,Merc street lamp,-123.376856821371,48.4261128113774
7731,Splice Box,CL s/w box (small),-123.37685920096,48.4261075792825
7732,Splice Box,CL s/w box (small),-123.383035123192,48.4276609782509
7733,Light or Signal Pole,Merc street lamp,-123.38302805136,48.42765674816
7734,Splice Box,CL s/w box (small),-123.382751085116,48.4278581469756
7735,Light or Signal Pole,Merc street lamp,-123.382744777963,48.4278535004837
7736,Splice Box,CL s/w box (small),-123.382507605212,48.4280274248753
7737,Light or Signal Pole,Merc street lamp,-123.382500713159,48.4280235549191
7738,Splice Box,CL s/w box (small),-123.382168000283,48.4282629984396
7739,Light or Signal Pole,Merc street lamp,-123.382161377376,48.4282593281947
7740,Light or Signal Pole,Merc street lamp,-123.387964448878,48.4282571872252
7741,Splice Box,CL s/w box (small),-123.387964458188,48.4282442051007
7742,Splice Box,CL s/w box (small),-123.387884508483,48.4282506830375
7743,Light or Signal Pole,Merc street lamp,-123.387570857509,48.4281998226501
7744,Splice Box,CL s/w box (small),-123.387566519506,48.4281857665734
7745,Splice Box,CL s/w box (small),-123.387254779986,48.4283178919306
7746,Light or Signal Pole,Merc street lamp,-123.387273324475,48.4283254380118
7747,Splice Box,CL s/w box (small),-123.387195030072,48.4284750897213
7748,Splice Box,CL s/w box (small),-123.381597763309,48.4327052597538
7749,Light or Signal Pole,Merc street lamp,-123.381640728417,48.4326718239477
7750,Ornamental Lamp,Ornamental lamp std,-123.387061475157,48.4278596619404
7751,Splice Box,CL s/w box (small),-123.387434975941,48.4279082790664
7752,Ornamental Lamp,Ornamental lamp std,-123.387428207713,48.4279088326279
7753,Splice Box,CL s/w box (small),-123.381903890537,48.4328652674437
7754,Splice Box,CL s/w box (small),-123.381519188107,48.4333009831708
7755,Splice Box,CL s/w box (small),-123.381209016279,48.4334675271742
7756,Light or Signal Pole,Merc street lamp,-123.375831242824,48.4298627416101
7757,Light or Signal Pole,Merc street lamp,-123.375608955959,48.4296359825994
7758,Splice Box,CL s/w box (small),-123.38582180319,48.4283405350983
7759,Splice Box,CL s/w box (small),-123.386695632033,48.4281057546256
7760,Ornamental Lamp,Ornamental lamp std,-123.386691335367,48.4281024582995
7761,Ornamental Lamp,Ornamental lamp std,-123.386333515715,48.4281985945839
7762,Splice Box,CL s/w box (small),-123.386335177395,48.428202025713
7763,Splice Box,CL s/w box (small),-123.38551776454,48.4282950171654
7764,Ornamental Lamp,Ornamental lamp std,-123.385520813131,48.4282995232579
7765,Splice Box,CL s/w box (small),-123.385724290042,48.4281465818093
7766,Splice Box,CL s/w box (small),-123.385945162276,48.4281541522042
7767,Ornamental Lamp,Ornamental lamp std,-123.385947627771,48.4281512740279
7768,Splice Box,CL s/w box (small),-123.385215899646,48.4285421668798
7769,Ornamental Lamp,Ornamental lamp std,-123.385224920772,48.4285445657955
7770,Splice Box,CL s/w box (small),-123.393017089129,48.4417834118315
7771,Splice Box,CL s/w box (small),-123.392774802542,48.4419815555172
7772,Light or Signal Pole,Merc street lamp,-123.392783719492,48.441898736418
7773,Light or Signal Pole,Light/signal pole,-123.379552815665,48.4325720761653
7774,Splice Box,CL s/w box (small),-123.379571182292,48.4325651153101
7775,Light or Signal Pole,Light/signal pole,-123.379748414945,48.4328437663182
7776,Splice Box,CL s/w box (large),-123.379794136949,48.4328296250848
7777,Light or Signal Pole,Light/signal pole,-123.379365258009,48.4301677814915
7778,Private lamp std,Private lamp std,-123.379212243586,48.430186614573
7779,Light or Signal Pole,Light/signal pole,-123.379928135343,48.4330700695619
7780,Splice Box,CL splice box 0.6m,-123.379933466218,48.4330681051302
7781,Splice Box,CL splice box 0.6m,-123.380339468587,48.433723426296
7782,Splice Box,CL splice box 0.6m,-123.380254886411,48.4335641574885
7783,Light or Signal Pole,Light/signal pole,-123.380249386272,48.4335659083704
7784,Light or Signal Pole,Light/signal pole,-123.380098702053,48.4333146899616
7785,Splice Box,CL splice box 0.6m,-123.380104202177,48.4333129390812
7786,Light or Signal Pole,Light/signal pole,-123.379465049549,48.432442078047
7787,Light or Signal Pole,Merc street lamp,-123.378946961853,48.43242975134
7788,Splice Box,CL s/w box (small),-123.378940650508,48.4324172848623
7789,Splice Box,CL s/w box (large),-123.379401188934,48.4323430833348
7790,Light or Signal Pole,Merc street lamp,-123.379369925872,48.4323474056476
7791,Splice Box,CL s/w box (large),-123.379282612128,48.4321866646502
7792,Splice Box,CL s/w box (small),-123.388859147683,48.4371302002059
7793,Cluster Lamp,Cluster lights (straight),-123.375754780196,48.4267135516232
7794,Cluster Lamp,Cluster lights (straight),-123.375680074208,48.4265779120485
7795,Cluster Lamp,Cluster lights (straight),-123.37562186442,48.4264366470681
7796,Cluster Lamp,Cluster lights (straight),-123.375680275681,48.4262943918023
7797,Cluster Lamp,Cluster lights (straight),-123.375795156769,48.4261699436107
7798,Cluster Lamp,Cluster lights (straight),-123.375966129254,48.4260734363879
7799,Cluster Lamp,Cluster lights (straight),-123.376185287029,48.4259983003207
7800,Cluster Lamp,Cluster lights (straight),-123.376475986662,48.4259943402826
7801,Cluster Lamp,Cluster lights (straight),-123.376721743143,48.4259776488182
7802,Cluster Lamp,Cluster lights (straight),-123.376971405143,48.4259923006974
7803,Cluster Lamp,Cluster lights (straight),-123.383312211272,48.4277104181433
7804,Cluster Lamp,Cluster lights (straight),-123.382949172989,48.4274765464515
7805,Cluster Lamp,Cluster lights (straight),-123.382683663629,48.4272860355993
7806,Cluster Lamp,Cluster lights (straight),-123.382526331035,48.4273993781361
7807,Cluster Lamp,Cluster lights (straight),-123.382338922166,48.4274222640085
7808,Cluster Lamp,Cluster lights (straight),-123.382028584266,48.4272591547937
7809,Cluster Lamp,Cluster lights (straight),-123.382018845312,48.4271327965252
7810,Cluster Lamp,Cluster lights (straight),-123.382164948928,48.4274412625617
7811,Cluster Lamp,Cluster lights (straight),-123.382039861437,48.4273750341173
7812,Cluster Lamp,Cluster lights (straight),-123.382141838587,48.426999669899
7813,Cluster Lamp,Cluster lights (straight),-123.381551789574,48.4267687322068
7814,Cluster Lamp,Cluster lights (straight),-123.381290330716,48.4266569261975
7815,Cluster Lamp,Cluster lights (straight),-123.383229844193,48.4376184930127
7816,Splice Box,CL s/w box (large),-123.38317168152,48.4376358975288
7817,Cluster Lamp,Cluster lights (straight),-123.38312627334,48.437635044372
7818,Splice Box,CL s/w box (large),-123.383305356691,48.4376405120748
7819,Splice Box,CL s/w box (large),-123.383291230388,48.4379204149484
7820,Splice Box,CL s/w box (small),-123.375573032891,48.4296501900361
7821,Splice Box,CL s/w box (large),-123.374720515949,48.4289081730728
7822,Splice Box,CL s/w box (small),-123.374766765267,48.4290493627109
7823,Light or Signal Pole,Merc street lamp,-123.374853553813,48.4287332560827
7824,Splice Box,CL s/w box (small),-123.378416602259,48.4309601636854
7825,Splice Box,CL s/w box (small),-123.378591559146,48.4312037638078
7826,Splice Box,CL s/w box (small),-123.378735977379,48.4314152950647
7827,Splice Box,CL s/w box (small),-123.378781600271,48.4314742651447
7828,Splice Box,CL s/w box (small),-123.378929140328,48.4316854422906
7829,Splice Box,CL s/w box (small),-123.379094247408,48.4319147210861
7830,Private lamp std,Private lamp std,-123.382247817541,48.4363997113872
7831,Private lamp std,Private lamp std,-123.38232225608,48.4363918733093
7832,Private lamp std,Private lamp std,-123.382144671349,48.4364105738363
7833,Private lamp std,Private lamp std,-123.382277410374,48.4366858281354
7834,Private lamp std,Private lamp std,-123.383014466596,48.437327128762
7835,Private lamp std,Private lamp std,-123.38239291447,48.4369579187205
7836,Private lamp std,Private lamp std,-123.382447286074,48.4369778879523
7837,Private lamp std,Private lamp std,-123.382501808045,48.4369977100178
7838,Private lamp std,Private lamp std,-123.382555553755,48.4370184010008
7839,Private lamp std,Private lamp std,-123.382609921334,48.4370383566795
7840,Private lamp std,Private lamp std,-123.382674564731,48.4370623185805
7841,Private lamp std,Private lamp std,-123.382264298174,48.43681596419
7842,Private lamp std,Private lamp std,-123.382291082167,48.4368538731611
7843,Private lamp std,Private lamp std,-123.382317914978,48.4368919762907
7844,Private lamp std,Private lamp std,-123.382344463791,48.436938896961
7845,Private lamp std,Private lamp std,-123.382877658077,48.4371891092197
7846,Private lamp std,Private lamp std,-123.38291194972,48.4372236608277
7847,Private lamp std,Private lamp std,-123.382946248631,48.4372582735795
7848,Private lamp std,Private lamp std,-123.382980132545,48.4372925305383
7849,Private lamp std,Private lamp std,-123.382374001016,48.4366363741992
7850,Private lamp std,Private lamp std,-123.382310928297,48.4366551746757
7851,Private lamp std,Private lamp std,-123.382063991375,48.4364190694332
7852,Private lamp std,Private lamp std,-123.382009722889,48.4367122591179
7853,Private lamp std,Private lamp std,-123.382243085995,48.4367035985209
7854,Private lamp std,Private lamp std,-123.382385281194,48.4368033115879
7855,Private lamp std,Private lamp std,-123.382506161435,48.4369135464803
7856,Private lamp std,Private lamp std,-123.382692821395,48.436983282796
7857,Private lamp std,Private lamp std,-123.383004960376,48.4372015290636
7858,Private lamp std,Private lamp std,-123.383121921093,48.4373141523995
7859,Private lamp std,Private lamp std,-123.382896764073,48.4370980853851
7860,Private lamp std,Private lamp std,-123.383000323814,48.4369799668982
7861,Private lamp std,Private lamp std,-123.382629885369,48.4364767346967
7862,Private lamp std,Private lamp std,-123.382988362892,48.4376238600198
7863,Private lamp std,Private lamp std,-123.382836706875,48.437489999424
7864,Private lamp std,Private lamp std,-123.38253542495,48.4372393138333
7865,Private lamp std,Private lamp std,-123.382161902567,48.4370960480877
7866,Private lamp std,Private lamp std,-123.381998970904,48.4370300774453
7867,Private lamp std,Private lamp std,-123.382007565121,48.4368659873165
7868,Private lamp std,Private lamp std,-123.381856646536,48.4364183618351
7869,Private lamp std,Private lamp std,-123.382225211,48.43638192461
7870,Private lamp std,Private lamp std,-123.382536086635,48.4363493688719
7871,Private lamp std,Private lamp std,-123.38278497424,48.4367059924299
7872,Private lamp std,Private lamp std,-123.381890087434,48.4366407371162
7873,Light or Signal Pole,Merc street lamp,-123.381750512169,48.4369825924291
7874,Light or Signal Pole,Merc street lamp,-123.381442423269,48.4367776157055
7875,Light or Signal Pole,Merc street lamp,-123.381128387227,48.4366846574642
7876,Light or Signal Pole,Merc street lamp,-123.380829301178,48.4364957065056
7877,Light or Signal Pole,Merc street lamp,-123.380764076079,48.4364852385388
7878,Light or Signal Pole,Merc street lamp,-123.381237442875,48.436876153291
7879,Light or Signal Pole,Merc street lamp,-123.381224313046,48.4370957920096
7880,Light or Signal Pole,Merc street lamp,-123.381356438321,48.4371432193881
7881,Light or Signal Pole,Merc street lamp,-123.381644499187,48.4370511784006
7882,Light or Signal Pole,Merc street lamp,-123.380920903404,48.4365458843284
7883,Light or Signal Pole,Merc street lamp,-123.380523363518,48.4364503331728
7884,Private lamp std,Private lamp std,-123.381125413321,48.4361213659782
7885,Private lamp std,Private lamp std,-123.381052760738,48.4361289877694
7886,Private lamp std,Private lamp std,-123.380980784959,48.4361365389038
7887,Private lamp std,Private lamp std,-123.380908402524,48.4361441327198
7888,Private lamp std,Private lamp std,-123.380835886321,48.436151740426
7889,Private lamp std,Private lamp std,-123.380763098551,48.436159375972
7890,Private lamp std,Private lamp std,-123.380690851137,48.436166954808
7891,Private lamp std,Private lamp std,-123.380618199777,48.436174577215
7892,Private lamp std,Private lamp std,-123.380545952318,48.4361821559585
7893,Private lamp std,Private lamp std,-123.38037175914,48.4362000346718
7894,Private lamp std,Private lamp std,-123.380473565287,48.4361893329717
7895,Private lamp std,Private lamp std,-123.380652809194,48.4362471089838
7896,Private lamp std,Private lamp std,-123.380753785316,48.436236597805
7897,Private lamp std,Private lamp std,-123.380828152843,48.436228666464
7898,Private lamp std,Private lamp std,-123.380900570438,48.4362210554945
7899,Private lamp std,Private lamp std,-123.380972989364,48.4362134444742
7900,Private lamp std,Private lamp std,-123.381045408266,48.4362058334074
7901,Private lamp std,Private lamp std,-123.381117919013,48.4361982129941
7902,Private lamp std,Private lamp std,-123.381229059039,48.4361099162016
7903,Private lamp std,Private lamp std,-123.381190244658,48.4361906120388
7904,Private lamp std,Private lamp std,-123.381262663493,48.4361830008328
7905,Private lamp std,Private lamp std,-123.381306456059,48.4359768822937
7906,Light or Signal Pole,Merc street lamp,-123.381571400171,48.4363150777536
7907,Light or Signal Pole,Merc street lamp,-123.381488249885,48.4362297689145
7908,Light or Signal Pole,Merc street lamp,-123.3814904797,48.4358802049714
7909,Light or Signal Pole,Merc street lamp,-123.381773538824,48.4362989282924
7910,Light or Signal Pole,Merc street lamp,-123.381306757323,48.4363441699609
7911,Light or Signal Pole,Merc street lamp,-123.380979316338,48.4363783928586
7912,Light or Signal Pole,Light/signal pole,-123.380175220083,48.4291858046898
7913,Light or Signal Pole,Light/signal pole,-123.381316877603,48.4290535097609
7914,Light or Signal Pole,Light/signal pole,-123.381413957862,48.4287902865188
7915,Light or Signal Pole,Light/signal pole,-123.381045287993,48.4292272167561
7916,Light or Signal Pole,Light/signal pole,-123.381173885582,48.4289477643872
7917,Light or Signal Pole,Light/signal pole,-123.380622316329,48.4292107073019
7918,Light or Signal Pole,Light/signal pole,-123.380678213611,48.4293478227269
7919,Light or Signal Pole,Light/signal pole,-123.380916693446,48.429113708271
7920,Light or Signal Pole,Light/signal pole,-123.380428324148,48.429370852035
7921,Light or Signal Pole,Light/signal pole,-123.379892624079,48.4290446299082
7922,Light or Signal Pole,Light/signal pole,-123.379528502481,48.4288802714843
7923,Light or Signal Pole,Light/signal pole,-123.379358902311,48.4285996200578
7924,Light or Signal Pole,Light/signal pole,-123.38009080692,48.429316244296
7925,Light or Signal Pole,Light/signal pole,-123.379728858009,48.4291358190244
7926,Light or Signal Pole,Light/signal pole,-123.379726229321,48.4288266322551
7927,Light or Signal Pole,Light/signal pole,-123.379558201115,48.4285486280953
7928,Light or Signal Pole,Light/signal pole,-123.380349085287,48.4295945762029
7929,Light or Signal Pole,Light/signal pole,-123.379570700839,48.428324517172
7930,Light or Signal Pole,Light/signal pole,-123.381561904643,48.4288928250063
7931,Splice Box,CL s/w box (small),-123.373459985525,48.427714707496
7932,Splice Box,CL s/w box (small),-123.373580074671,48.4278003772667
7933,Light or Signal Pole,Merc street lamp,-123.388460214919,48.4376912515845
7934,Splice Box,CL s/w box (small),-123.388455440918,48.4376839894644
7935,Light or Signal Pole,Merc street lamp,-123.388612364644,48.4375038795832
7936,Splice Box,CL s/w box (small),-123.388059917578,48.4372192744683
7937,Ornamental Lamp,Ornamental lamp std,-123.380483886779,48.429095010391
7938,Ornamental Lamp,Ornamental lamp std,-123.380569133495,48.428980934759
7939,Ornamental Lamp,Ornamental lamp std,-123.380856050927,48.4288822878188
7940,Ornamental Lamp,Ornamental lamp std,-123.380541509249,48.4287502346782
7941,Ornamental Lamp,Ornamental lamp std,-123.38051353842,48.4285904189564
7942,Ornamental Lamp,Ornamental lamp std,-123.380320104514,48.4284955414872
7943,Ornamental Lamp,Ornamental lamp std,-123.380338534111,48.4283575503973
7944,Ornamental Lamp,Ornamental lamp std,-123.380526001841,48.4283115132523
7945,Ornamental Lamp,Ornamental lamp std,-123.380688648259,48.4282827556554
7946,Ornamental Lamp,Ornamental lamp std,-123.380711629853,48.4281283351409
7947,Ornamental Lamp,Ornamental lamp std,-123.380818849552,48.4282555444819
7948,Ornamental Lamp,Ornamental lamp std,-123.380936747561,48.4284071630904
7949,Ornamental Lamp,Ornamental lamp std,-123.380802325129,48.4284552991048
7950,Ornamental Lamp,Ornamental lamp std,-123.381038478562,48.4285441022292
7951,Ornamental Lamp,Ornamental lamp std,-123.380985123127,48.428783930707
7952,Splice Box,CL s/w box (small),-123.38049036349,48.4290961198854
7953,Splice Box,CL s/w box (small),-123.380577062732,48.4289823183471
7954,Splice Box,CL s/w box (small),-123.380853491215,48.4288760373479
7955,Splice Box,CL s/w box (small),-123.380994396782,48.4287872224974
7956,Splice Box,CL s/w box (small),-123.38055194244,48.4287480572475
7957,Splice Box,CL s/w box (small),-123.380519940177,48.4285854802877
7958,Splice Box,CL s/w box (small),-123.380329821597,48.4284941410438
7959,Splice Box,CL s/w box (small),-123.380340975552,48.4283519473632
7960,Splice Box,CL s/w box (small),-123.38053640719,48.4283150352501
7961,Splice Box,CL s/w box (small),-123.380681737053,48.4282869861877
7962,Splice Box,CL s/w box (small),-123.380944915734,48.428404895943
7963,Splice Box,CL s/w box (small),-123.380789680427,48.428456384484
7964,Splice Box,CL s/w box (small),-123.380717909549,48.4281262496797
7965,Splice Box,CL s/w box (small),-123.380825151904,48.428253233126
7966,Splice Box,CL s/w box (small),-123.381050338773,48.4285444012934
7967,Splice Box,CL s/w box (small),-123.380419874362,48.4291348651059
7968,Splice Box,CL s/w box (small),-123.380456736246,48.4292106978834
