OBJECTID,Structure,Type,Long,Lat
2368,Splice Box,CL s/w box (small),-123.36475087045,48.427519473784
2369,Cluster Lamp,Cluster lights (crossed),-123.364759008929,48.427520717428
2370,Manhole,City light manhole 0.8m,-123.364780725419,48.4272197421771
2371,Cluster Lamp,Cluster lights (crossed),-123.364918211495,48.4271458217934
2372,Splice Box,CL s/w box (large),-123.364829525454,48.4271387264439
2373,Splice Box,CL s/w box (large),-123.364915782091,48.427153899414
2374,Manhole,City light manhole 0.8m,-123.3660500289,48.4274014405706
2375,Cluster Lamp,Cluster lights (straight),-123.366568314715,48.4265536798693
2376,Splice Box,CL s/w box (small),-123.366571097219,48.4265477512679
2377,Light or Signal Pole,Merc street lamp,-123.366341324613,48.4265079455603
2378,Splice Box,CL s/w box (small),-123.36710820905,48.4264860285704
2379,Cluster Lamp,Cluster lights (straight),-123.367109551425,48.4264779768487
2380,Splice Box,CL s/w box (small),-123.367050327465,48.4266015538319
2381,Cluster Lamp,Cluster lights (straight),-123.367049307828,48.4266061849236
2382,Splice Box,CL s/w box (small),-123.366813208558,48.4265752994709
2383,Cluster Lamp,Cluster lights (straight),-123.366811425604,48.4265807426843
2384,Cluster Lamp,Cluster lights (straight),-123.366844081358,48.4264480794416
2385,Splice Box,CL s/w box (small),-123.366842538902,48.4264572608664
2386,Light or Signal Pole,Merc street lamp,-123.366712726866,48.4264342034546
2387,Splice Box,CL s/w box (small),-123.366712363731,48.4264438489401
2388,Splice Box,CL s/w box (small),-123.366592460058,48.4264302959746
2389,Cluster Lamp,Cluster lights (crossed),-123.366481708493,48.422429507747
2390,Splice Box,CL splice box 0.6m,-123.366113343454,48.4223494877556
2391,Splice Box,CL s/w box (large),-123.356080715224,48.4289127297464
2392,Splice Box,CL s/w box (small),-123.356105488259,48.4287264305958
2393,Light or Signal Pole,Merc street lamp,-123.356081207176,48.4287249007284
2394,Splice Box,CL s/w box (small),-123.356052503368,48.4291350644511
2395,Cluster Lamp,Cluster lights (crossed),-123.354868531565,48.4253111323933
2396,Cluster Lamp,Cluster lights (crossed),-123.355919162719,48.4254263242324
2397,Cluster Lamp,Cluster lights (crossed),-123.355606366304,48.4253919739685
2398,Cluster Lamp,Cluster lights (crossed),-123.355619245281,48.425193217116
2399,Cluster Lamp,Cluster lights (crossed),-123.355971523236,48.4236816356269
2400,Cluster Lamp,Cluster lights (crossed),-123.356317101922,48.4237198169151
2401,Cluster Lamp,Cluster lights (crossed),-123.354496972493,48.4252708074752
2402,Cluster Lamp,Cluster lights (crossed),-123.354547999889,48.425076143623
2403,Cluster Lamp,Cluster lights (crossed),-123.354889436608,48.4251140305167
2404,Cluster Lamp,Cluster lights (crossed),-123.355269309593,48.4251553811163
2405,Cluster Lamp,Cluster lights (crossed),-123.355969119315,48.4252312447646
2406,Splice Box,CL s/w box (small),-123.358852621339,48.4296778315168
2407,Light or Signal Pole,Merc street lamp,-123.362006762436,48.429823165498
2408,Private lamp std,Private lamp std,-123.356957278607,48.427625764626
2409,Cluster Lamp,Cluster lights (straight),-123.362980481124,48.4262056531009
2410,Cluster Lamp,Cluster lights (straight),-123.363059364786,48.4262144091383
2411,Light or Signal Pole,Light/signal pole,-123.363284855403,48.426203239618
2412,Signal Kiosk,Signal controller kiosk,-123.363280096013,48.4262191812567
2413,Cluster Lamp,Cluster lights (straight),-123.362886217601,48.4259827740442
2414,Splice Box,CL s/w box (small),-123.365545118191,48.4272247625958
2415,Cluster Lamp,Cluster lights (straight),-123.365548642466,48.4272166904831
2416,Light or Signal Pole,Merc street lamp,-123.365866680463,48.4272518451255
2417,Splice Box,CL s/w box (small),-123.365528986574,48.4273540855237
2418,Splice Box,CL splice box 0.6m,-123.365048445631,48.4264323138792
2419,Cluster Lamp,Cluster lights (straight),-123.365467718621,48.4264439006382
2420,Splice Box,CL s/w box (small),-123.365471127619,48.4264310697052
2421,Cluster Lamp,Cluster lights (crossed),-123.365026343767,48.4264661669544
2422,Ornamental Lamp,Ornamental lamp std,-123.365004829646,48.4265560371153
2423,Splice Box,CL s/w box (small),-123.36788605266,48.4284552582516
2424,Ornamental Lamp,Ornamental lamp std,-123.367887069924,48.4284501179531
2425,Splice Box,CL s/w box (small),-123.367986008713,48.428452113023
2426,Splice Box,CL s/w box (small),-123.367919176138,48.4285868434895
2427,Ornamental Lamp,Ornamental lamp std,-123.367894088621,48.4285889748658
2428,Ornamental Lamp,Ornamental lamp std,-123.370143129897,48.4286626872842
2429,Ornamental Lamp,Ornamental lamp std,-123.370185799772,48.4284723259593
2430,Splice Box,CL s/w box (small),-123.37035655463,48.428346089805
2431,Light or Signal Pole,Merc street lamp,-123.369737753862,48.4285939915804
2432,Splice Box,CL s/w box (small),-123.369726312226,48.4286025480968
2433,Cluster Lamp,Cluster lights (straight),-123.369770580431,48.4285463031613
2434,Splice Box,CL s/w box (small),-123.369767709588,48.4285530508327
2435,Splice Box,CL s/w box (small),-123.369909529186,48.4284734414415
2436,Splice Box,CL s/w box (small),-123.369870977388,48.4285015276164
2437,Light or Signal Pole,Signal standard,-123.369856463216,48.4284779221778
2438,Splice Box,CL s/w box (small),-123.369837793214,48.4283843383422
2439,Light or Signal Pole,Merc street lamp,-123.369836527392,48.4283697589203
2440,Cluster Lamp,Cluster lights (straight),-123.36991202392,48.4284874771196
2441,Splice Box,CL s/w box (small),-123.369693180321,48.4293579056523
2442,Splice Box,CL s/w box (small),-123.369681120406,48.4283287125964
2443,Splice Box,CL s/w box (small),-123.369682476549,48.4287494071518
2444,Light or Signal Pole,City pole,-123.369685116366,48.4290812759544
2445,Splice Box,CL splice box 0.6m,-123.358711898677,48.4289147279619
2446,Splice Box,CL s/w box (small),-123.358759017165,48.4288909023183
2447,Light or Signal Pole,Light/signal pole,-123.358952753885,48.42894590485
2448,Splice Box,CL s/w box (small),-123.358950295705,48.4289193456707
2449,Splice Box,CL s/w box (small),-123.358962542604,48.4289574529251
2450,Splice Box,CL s/w box (small),-123.359350132285,48.4290969752342
2451,Splice Box,CL s/w box (small),-123.359497692062,48.429220764635
2452,Splice Box,CL s/w box (small),-123.359050966925,48.4281932795623
2453,Splice Box,CL s/w box (small),-123.359079659587,48.4279356456161
2454,Cluster Lamp,Cluster lights (crossed),-123.358493425817,48.4254931765559
2455,Splice Box,CL s/w box (small),-123.370489909438,48.4271963326418
2456,Splice Box,CL s/w box (small),-123.37050127535,48.4271607504606
2457,Splice Box,CL s/w box (small),-123.3590924915,48.4257660990816
2458,Light or Signal Pole,Merc street lamp,-123.359063514828,48.4261468744833
2459,Splice Box,CL s/w box (small),-123.359351765814,48.4258357453941
2460,Splice Box,CL s/w box (small),-123.35925643962,48.4262299662434
2461,Cluster Lamp,Cluster lights (crossed),-123.35879078101,48.4255383797964
2462,Cluster Lamp,Cluster lights (crossed),-123.358755859939,48.4257344705911
2463,Splice Box,CL s/w box (small),-123.359433075843,48.4255164276743
2464,Splice Box,CL s/w box (small),-123.35920646104,48.425570324003
2465,Cluster Lamp,Cluster lights (crossed),-123.359427028137,48.4255424736052
2466,Light or Signal Pole,Merc street lamp,-123.359424303111,48.425564899747
2467,Manhole,City light manhole 0.8m,-123.359299267782,48.4256771017932
2468,Splice Box,CL s/w box (small),-123.359096521023,48.4238694946577
2469,Cluster Lamp,Cluster lights (crossed),-123.358835463484,48.4239949033893
2470,Cluster Lamp,Cluster lights (crossed),-123.358859639422,48.4238445674416
2471,Splice Box,CL s/w box (small),-123.359066540062,48.42386747482
2472,Cluster Lamp,Cluster lights (crossed),-123.359192743047,48.4238804304757
2473,Cluster Lamp,Cluster lights (crossed),-123.35916923234,48.4240312322404
2474,Cluster Lamp,Cluster lights (crossed),-123.360670985023,48.4250151285109
2475,Cluster Lamp,Cluster lights (crossed),-123.360684194412,48.4248937378916
2476,Cluster Lamp,Cluster lights (crossed),-123.360343763645,48.4249765937664
2477,Cluster Lamp,Cluster lights (crossed),-123.360372756791,48.4248583278015
2478,Splice Box,CL s/w box (small),-123.362988566143,48.4242942344275
2479,Cluster Lamp,Cluster lights (crossed),-123.354238702877,48.423495029915
2480,Splice Box,CL splice box 0.6m,-123.354178878411,48.4234871026417
2481,Splice Box,CL s/w box (small),-123.354221396969,48.4233053300421
2482,Signal Kiosk,Signal controller kiosk,-123.354224702406,48.4232968621905
2483,Splice Box,CL s/w box (large),-123.354219093007,48.423334593101
2484,Cluster Lamp,Cluster lights (crossed),-123.354271287386,48.4233423585037
2485,Light or Signal Pole,Merc street lamp,-123.354179558728,48.4232949867292
2486,Cluster Lamp,Cluster lights (crossed),-123.361175833505,48.4257980249367
2487,Cluster Lamp,Cluster lights (crossed),-123.361518817662,48.4258356046475
2488,Cluster Lamp,Cluster lights (crossed),-123.36101057488,48.4250532601142
2489,Cluster Lamp,Cluster lights (crossed),-123.361356778615,48.4250896003475
2490,Cluster Lamp,Cluster lights (straight),-123.361956495458,48.4258416299765
2491,Splice Box,CL s/w box (small),-123.361954228714,48.4258612496168
2492,Light or Signal Pole,Light/signal pole,-123.36230396851,48.4259315460813
2493,Splice Box,CL s/w box (small),-123.359021063823,48.4291914951038
2494,Splice Box,CL s/w box (small),-123.358959198508,48.4291447348032
2495,Light or Signal Pole,Light/signal pole,-123.3589627599,48.4291475216377
2496,Light or Signal Pole,Light/signal pole,-123.358922418401,48.4291892833944
2497,Splice Box,CL s/w box (small),-123.358930748318,48.4291896712878
2498,Splice Box,CL splice box 0.6m,-123.358738130897,48.4290748740918
2499,Splice Box,CL splice box 0.6m,-123.358693546016,48.42903637358
2500,Light or Signal Pole,Light/signal pole,-123.358989484252,48.4289958292747
2501,Splice Box,CL s/w box (small),-123.370867235176,48.4269686742238
2502,Splice Box,CL s/w box (small),-123.370975195904,48.4268822134063
2503,Splice Box,CL s/w box (small),-123.370725445261,48.4269937011243
2504,Light or Signal Pole,Merc street lamp,-123.363582269187,48.4253352350589
2505,Splice Box,CL s/w box (small),-123.364916495598,48.4254574099887
2506,Splice Box,CL s/w box (large),-123.360383259815,48.4259092000023
2507,Cluster Lamp,Cluster lights (crossed),-123.360443313851,48.4259186501398
2508,Manhole,City light manhole 0.8m,-123.360416849121,48.4258104097921
2509,Cluster Lamp,Cluster lights (crossed),-123.359821195479,48.4256503507471
2510,Light or Signal Pole,Merc street lamp,-123.361631359937,48.428335419476
2511,Splice Box,CL s/w box (small),-123.361674696456,48.4284395122336
2512,Cluster Lamp,Cluster lights (crossed),-123.357793165106,48.423880865319
2513,Cluster Lamp,Cluster lights (crossed),-123.357816572706,48.4237302089358
2514,Cluster Lamp,Cluster lights (crossed),-123.358505969893,48.4238057365066
2515,Splice Box,CL s/w box (small),-123.358506189656,48.4237985475668
2516,Cluster Lamp,Cluster lights (crossed),-123.358166599866,48.4237683519246
2517,Cluster Lamp,Cluster lights (crossed),-123.358142693372,48.4239190369037
2518,Splice Box,CL s/w box (small),-123.358483793475,48.4239599247848
2519,Cluster Lamp,Cluster lights (crossed),-123.358491834576,48.4239578035611
2520,Splice Box,CL s/w box (small),-123.359005952064,48.4286045176207
2521,Cluster Lamp,Cluster lights (crossed),-123.359479846814,48.4253309704908
2522,Light or Signal Pole,Merc street lamp,-123.35929822744,48.4252213480744
2523,Splice Box,CL s/w box (large),-123.358838301576,48.4257428775129
2524,Cluster Lamp,Cluster lights (crossed),-123.359757086532,48.4258440059033
2525,Cluster Lamp,Cluster lights (crossed),-123.360114104338,48.4258832121321
2526,Splice Box,CL s/w box (small),-123.362210332634,48.4286715693054
2527,Manhole,City light manhole 0.8m,-123.361936083836,48.4286018467993
2528,Light or Signal Pole,Merc street lamp,-123.362208709751,48.4286752719951
2529,Splice Box,CL s/w box (small),-123.362210223916,48.4286714886781
2530,Splice Box,CL s/w box (small),-123.362148449494,48.4287023431522
2531,Splice Box,CL s/w box (small),-123.362117296922,48.428737311747
2532,Light or Signal Pole,Merc street lamp,-123.362122475816,48.4287375203842
2533,Private lamp std,Private lamp std,-123.362145740719,48.4289580430011
2534,Splice Box,CL splice box 0.6m,-123.362062242897,48.4285690519954
2535,Splice Box,CL s/w box (small),-123.362099261591,48.4289961158924
2536,Light or Signal Pole,Merc street lamp,-123.362098855716,48.4290168065646
2537,Splice Box,CL s/w box (small),-123.362075146654,48.4291627891321
2538,Splice Box,CL s/w box (small),-123.364181284782,48.4253933019344
2539,Splice Box,CL s/w box (small),-123.363868512531,48.4253651371281
2540,Splice Box,CL s/w box (small),-123.363585213085,48.42532915218
2541,Splice Box,CL s/w box (small),-123.363492296468,48.4253183949831
2542,Splice Box,CL s/w box (small),-123.363890591155,48.4252229161378
2543,Cluster Lamp,Cluster lights (crossed),-123.363866953716,48.4253719128728
2544,Splice Box,CL s/w box (small),-123.367184167214,48.4284566385527
2545,Manhole,City light manhole 0.8m,-123.370420644417,48.426899201529
2546,Cluster Lamp,Cluster lights (straight),-123.370369082696,48.4267409345298
2547,Splice Box,CL s/w box (small),-123.37036261735,48.4267422391526
2548,Splice Box,CL splice box 0.6m,-123.370392708827,48.4269017475115
2549,Light or Signal Pole,Merc street lamp,-123.370525142129,48.427043132953
2550,Splice Box,CL s/w box (small),-123.370513808879,48.427029378538
2551,Splice Box,CL s/w box (small),-123.370462526132,48.4270631549421
2552,Splice Box,CL s/w box (small),-123.370453553014,48.4270375165042
2553,Splice Box,CL s/w box (small),-123.370448386566,48.4269332003807
2554,Splice Box,CL s/w box (small),-123.370415467716,48.4268899876717
2555,Light or Signal Pole,Merc street lamp,-123.370420456527,48.4268901065641
2556,Light or Signal Pole,Merc street lamp,-123.364180208312,48.4253975823087
2557,Splice Box,CL s/w box (small),-123.364571328705,48.4253194790768
2558,Splice Box,CL s/w box (small),-123.36757139074,48.4284604384748
2559,Ornamental Lamp,Ornamental lamp std,-123.367570407495,48.4284553135633
2560,Splice Box,CL s/w box (large),-123.367250425139,48.4285979604843
2561,Ornamental Lamp,Ornamental lamp std,-123.368516938548,48.4284411071499
2562,Splice Box,CL s/w box (small),-123.368516838995,48.428446028602
2563,Ornamental Lamp,Ornamental lamp std,-123.36821354876,48.4284456349945
2564,Splice Box,CL s/w box (small),-123.368199584173,48.428451167567
2565,Splice Box,CL s/w box (small),-123.368233880014,48.4285821102486
2566,Ornamental Lamp,Ornamental lamp std,-123.368218320009,48.4285838693578
2567,Cluster Lamp,Cluster lights (straight),-123.367752535317,48.4276023428037
2568,Splice Box,CL s/w box (small),-123.36771798223,48.4274693487527
2569,Light or Signal Pole,Merc street lamp,-123.367723622998,48.4274661459431
2570,Splice Box,CL s/w box (small),-123.367434521189,48.4274363647031
2571,Cluster Lamp,Cluster lights (straight),-123.367260197595,48.4277998798605
2572,Cluster Lamp,Cluster lights (straight),-123.367531338799,48.4275772659408
2573,Light or Signal Pole,Merc street lamp,-123.367367677942,48.4275583926312
2574,Splice Box,CL s/w box (small),-123.367347206209,48.4275538157275
2575,Cluster Lamp,Cluster lights (straight),-123.367563766029,48.4274477915728
2576,Splice Box,CL splice box 0.6m,-123.36730750189,48.4275327914689
2577,Cluster Lamp,Cluster lights (straight),-123.367314833874,48.4275804049562
2578,Splice Box,CL s/w box (small),-123.367315445953,48.4275678077933
2579,Light or Signal Pole,Merc street lamp,-123.367210310721,48.4281380223985
2580,Cluster Lamp,Cluster lights (straight),-123.367223117851,48.4280114986768
2581,Splice Box,CL s/w box (small),-123.368696006964,48.4277093540565
2582,Cluster Lamp,Cluster lights (straight),-123.368185892093,48.4276535569962
2583,Cluster Lamp,Cluster lights (straight),-123.368582669436,48.4276993358295
2584,Light or Signal Pole,Merc street lamp,-123.368676130023,48.4277104073409
2585,Splice Box,CL s/w box (small),-123.368630012563,48.4275729620799
2586,Cluster Lamp,Cluster lights (straight),-123.368617625216,48.4275703837398
2587,Light or Signal Pole,Merc street lamp,-123.368380420143,48.4275427966288
2588,Splice Box,CL s/w box (small),-123.368368155886,48.4275441493779
2589,Cluster Lamp,Cluster lights (straight),-123.368222277834,48.4275242316406
